source	term_id	term_name	query_size	background_size	term_size_in_background	overlap_size	overlap_genes	p_value	bh_q	query_overlap_ge_2	bh_significant	analysis_label	interpretation	limitation	annotation_release
GO:BP	GO:0009826	unidimensional cell growth	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009855	determination of bilateral symmetry	4	15851	67	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009880	embryonic pattern specification	4	15851	40	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009888	tissue development	4	15851	948	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009890	negative regulation of biosynthetic process	4	15851	1893	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009892	negative regulation of metabolic process	4	15851	2316	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009894	regulation of catabolic process	4	15851	955	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009895	negative regulation of catabolic process	4	15851	318	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009896	positive regulation of catabolic process	4	15851	493	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009913	epidermal cell differentiation	4	15851	89	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009914	hormone transport	4	15851	57	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009948	anterior/posterior axis specification	4	15851	29	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009950	dorsal/ventral axis specification	4	15851	7	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009952	anterior/posterior pattern specification	4	15851	81	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009953	dorsal/ventral pattern formation	4	15851	31	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009954	proximal/distal pattern formation	4	15851	12	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009967	positive regulation of signal transduction	4	15851	1353	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009988	cell-cell recognition	4	15851	24	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009992	intracellular water homeostasis	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009994	oocyte differentiation	4	15851	31	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0009996	negative regulation of cell fate specification	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010001	glial cell differentiation	4	15851	110	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010002	cardioblast differentiation	4	15851	9	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010025	wax biosynthetic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010032	meiotic chromosome condensation	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010037	response to carbon dioxide	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010038	response to metal ion	4	15851	256	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010039	response to iron ion	4	15851	28	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010040	response to iron(II) ion	4	15851	7	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010041	response to iron(III) ion	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010042	response to manganese ion	4	15851	14	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010043	response to zinc ion	4	15851	42	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010044	response to aluminum ion	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010046	response to mycotoxin	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010092	specification of animal organ identity	4	15851	8	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010138	pyrimidine ribonucleotide salvage	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010155	regulation of proton transport	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010165	response to X-ray	4	15851	19	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010166	wax metabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010171	body morphogenesis	4	15851	22	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010172	embryonic body morphogenesis	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010182	sugar mediated signaling pathway	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010193	response to ozone	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010212	response to ionizing radiation	4	15851	111	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010224	response to UV-B	4	15851	15	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010225	response to UV-C	4	15851	10	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010226	response to lithium ion	4	15851	7	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010232	vascular transport	4	15851	73	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010248	establishment or maintenance of transmembrane electrochemical gradient	4	15851	16	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010255	glucose mediated signaling pathway	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010256	endomembrane system organization	4	15851	458	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010257	NADH dehydrogenase complex assembly	4	15851	40	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010265	SCF complex assembly	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010266	response to vitamin B1	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010269	response to selenium ion	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010273	detoxification of copper ion	4	15851	15	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010286	heat acclimation	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010288	response to lead ion	4	15851	17	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010310	regulation of hydrogen peroxide metabolic process	4	15851	15	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010312	detoxification of zinc ion	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010324	membrane invagination	4	15851	45	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010332	response to gamma radiation	4	15851	35	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010360	negative regulation of anion channel activity	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010387	COP9 signalosome assembly	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	4	15851	90	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010421	hydrogen peroxide-mediated programmed cell death	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010430	fatty acid omega-oxidation	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010446	response to alkaline pH	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010447	response to acidic pH	4	15851	22	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010453	regulation of cell fate commitment	4	15851	32	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010454	negative regulation of cell fate commitment	4	15851	9	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010455	positive regulation of cell fate commitment	4	15851	8	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010457	centriole-centriole cohesion	4	15851	13	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0010458	exit from mitosis	4	15851	11	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
